source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[material type]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[developmental stage]	characteristics[pooled sample]	characteristics[sample type]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[proteomics data acquisition method]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[disease]
cca4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood plasma;AC=UBERON:0001969	not applicable	NT=cholangiocarcinoma;AC=MONDO:0019087	organism part	pooled	pooled	not available	NT=adult;AC=EFO:0001272	pooled	not applicable	4	run 54	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.1 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	3	271120_cca4_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	NT=cholangiocarcinoma;AC=MONDO:0019087
cca5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood plasma;AC=UBERON:0001969	not applicable	NT=cholangiocarcinoma;AC=MONDO:0019087	organism part	pooled	pooled	not available	NT=adult;AC=EFO:0001272	pooled	not applicable	5	run 55	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.1 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	271120_cca5_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	NT=cholangiocarcinoma;AC=MONDO:0019087
cca5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood plasma;AC=UBERON:0001969	not applicable	NT=cholangiocarcinoma;AC=MONDO:0019087	organism part	pooled	pooled	not available	NT=adult;AC=EFO:0001272	pooled	not applicable	5	run 56	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.1 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	2	271120_cca5_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	NT=cholangiocarcinoma;AC=MONDO:0019087
cca5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood plasma;AC=UBERON:0001969	not applicable	NT=cholangiocarcinoma;AC=MONDO:0019087	organism part	pooled	pooled	not available	NT=adult;AC=EFO:0001272	pooled	not applicable	5	run 57	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.1 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	3	271120_cca5_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	NT=cholangiocarcinoma;AC=MONDO:0019087
oc4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood plasma;AC=UBERON:0001969	not applicable	not available	organism part	pooled	pooled	not available	NT=adult;AC=EFO:0001272	pooled	not applicable	4	run 58	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.1 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	271120_oc4_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
oc4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood plasma;AC=UBERON:0001969	not applicable	not available	organism part	pooled	pooled	not available	NT=adult;AC=EFO:0001272	pooled	not applicable	4	run 59	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.1 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	2	271120_oc4_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
oc4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood plasma;AC=UBERON:0001969	not applicable	not available	organism part	pooled	pooled	not available	NT=adult;AC=EFO:0001272	pooled	not applicable	4	run 60	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.1 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	3	271120_oc4_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
oc5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood plasma;AC=UBERON:0001969	not applicable	not available	organism part	pooled	pooled	not available	NT=adult;AC=EFO:0001272	pooled	not applicable	5	run 61	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.1 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	271120_oc5_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
oc5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood plasma;AC=UBERON:0001969	not applicable	not available	organism part	pooled	pooled	not available	NT=adult;AC=EFO:0001272	pooled	not applicable	5	run 62	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.1 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	2	271120_oc5_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
oc5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood plasma;AC=UBERON:0001969	not applicable	not available	organism part	pooled	pooled	not available	NT=adult;AC=EFO:0001272	pooled	not applicable	5	run 63	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.1 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	3	271120_oc5_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
