source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[individual]	characteristics[cohort]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[period of gestation]	factor value[cohort]
RCB_SALM_TB_E00691_V1	Homo sapiens	Saliva	normal	11	E00691	validation	RCB_SALM_TB_E00691_V1.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00691_V1.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	validation
RCB_SALM_TB_E00691_V1	Homo sapiens	Saliva	normal	11	E00691	validation	RCB_SALM_TB_E00691_V1.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00691_V1.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	validation
RCB_SALM_TB_E00691_V2	Homo sapiens	Saliva	normal	11	E00691	validation	RCB_SALM_TB_E00691_V2.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00691_V2.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	validation
RCB_SALM_TB_E00691_V2	Homo sapiens	Saliva	normal	11	E00691	validation	RCB_SALM_TB_E00691_V2.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00691_V2.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	validation
RCB_SALM_TB_E00691_V3	Homo sapiens	Saliva	normal	11	E00691	validation	RCB_SALM_TB_E00691_V3.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00691_V3.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	validation
RCB_SALM_TB_E00691_V3	Homo sapiens	Saliva	normal	11	E00691	validation	RCB_SALM_TB_E00691_V3.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00691_V3.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	validation
RCB_SALM_TB_E00702_V1	Homo sapiens	Saliva	normal	12	E00702	validation	RCB_SALM_TB_E00702_V1.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00702_V1.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	validation
RCB_SALM_TB_E00702_V1	Homo sapiens	Saliva	normal	12	E00702	validation	RCB_SALM_TB_E00702_V1.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00702_V1.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	validation
RCB_SALM_TB_E00702_V2	Homo sapiens	Saliva	normal	12	E00702	validation	RCB_SALM_TB_E00702_V2.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00702_V2.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	validation
RCB_SALM_TB_E00702_V2	Homo sapiens	Saliva	normal	12	E00702	validation	RCB_SALM_TB_E00702_V2.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00702_V2.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	validation
RCB_SALM_TB_E00702_V3	Homo sapiens	Saliva	normal	12	E00702	validation	RCB_SALM_TB_E00702_V3.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00702_V3.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	validation
RCB_SALM_TB_E00702_V3	Homo sapiens	Saliva	normal	12	E00702	validation	RCB_SALM_TB_E00702_V3.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00702_V3.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	validation
RCB_SALM_TB_E00779_V1	Homo sapiens	Saliva	normal	13	E00779	validation	RCB_SALM_TB_E00779_V1.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00779_V1.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	validation
RCB_SALM_TB_E00779_V1	Homo sapiens	Saliva	normal	13	E00779	validation	RCB_SALM_TB_E00779_V1.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00779_V1.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	validation
RCB_SALM_TB_E00779_V2	Homo sapiens	Saliva	normal	13	E00779	validation	RCB_SALM_TB_E00779_V2.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00779_V2.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	validation
RCB_SALM_TB_E00779_V2	Homo sapiens	Saliva	normal	13	E00779	validation	RCB_SALM_TB_E00779_V2.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00779_V2.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	validation
RCB_SALM_TB_E00779_V3	Homo sapiens	Saliva	normal	13	E00779	validation	RCB_SALM_TB_E00779_V3.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00779_V3.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	validation
RCB_SALM_TB_E00779_V3	Homo sapiens	Saliva	normal	13	E00779	validation	RCB_SALM_TB_E00779_V3.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00779_V3.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	validation
RCB_SALM_TB_E00861_V1	Homo sapiens	Saliva	normal	14	E00861	validation	RCB_SALM_TB_E00861_V1.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00861_V1.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	validation
RCB_SALM_TB_E00861_V1	Homo sapiens	Saliva	normal	14	E00861	validation	RCB_SALM_TB_E00861_V1.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00861_V1.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	validation
RCB_SALM_TB_E00861_V2	Homo sapiens	Saliva	normal	14	E00861	validation	RCB_SALM_TB_E00861_V2.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00861_V2.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	validation
RCB_SALM_TB_E00861_V2	Homo sapiens	Saliva	normal	14	E00861	validation	RCB_SALM_TB_E00861_V2.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00861_V2.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	validation
RCB_SALM_TB_E00861_V3	Homo sapiens	Saliva	normal	14	E00861	validation	RCB_SALM_TB_E00861_V3.1	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALM_TB_E00861_V3.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	validation
RCB_SALM_TB_E00861_V3	Homo sapiens	Saliva	normal	14	E00861	validation	RCB_SALM_TB_E00861_V3.2	proteomic profiling by mass spectrometry	NT=selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=QTRAP 6500+;AC=MS:1002582	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALM_TB_E00861_V3.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	validation
RCB_SALSW_TB_E00110_V1	Homo sapiens	Saliva	normal	1	E00110	discovery	RCB_SALSW_TB_E00110_V1.1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALSW_TB_E00110_V1.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	discovery
RCB_SALSW_TB_E00110_V1	Homo sapiens	Saliva	normal	1	E00110	discovery	RCB_SALSW_TB_E00110_V1.2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALSW_TB_E00110_V1.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	discovery
RCB_SALSW_TB_E00110_V1	Homo sapiens	Saliva	normal	1	E00110	discovery	RCB_SALSW_TB_E00110_V1.3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	3	1	RCB_SALSW_TB_E00110_V1.3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	discovery
RCB_SALSW_TB_E00110_V2	Homo sapiens	Saliva	normal	1	E00110	discovery	RCB_SALSW_TB_E00110_V2.1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALSW_TB_E00110_V2.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	discovery
RCB_SALSW_TB_E00110_V2	Homo sapiens	Saliva	normal	1	E00110	discovery	RCB_SALSW_TB_E00110_V2.2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALSW_TB_E00110_V2.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	discovery
RCB_SALSW_TB_E00110_V2	Homo sapiens	Saliva	normal	1	E00110	discovery	RCB_SALSW_TB_E00110_V2.3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	3	1	RCB_SALSW_TB_E00110_V2.3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	discovery
RCB_SALSW_TB_E00110_V3	Homo sapiens	Saliva	normal	1	E00110	discovery	RCB_SALSW_TB_E00110_V3.1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALSW_TB_E00110_V3.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	discovery
RCB_SALSW_TB_E00110_V3	Homo sapiens	Saliva	normal	1	E00110	discovery	RCB_SALSW_TB_E00110_V3.2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALSW_TB_E00110_V3.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	discovery
RCB_SALSW_TB_E00110_V3	Homo sapiens	Saliva	normal	1	E00110	discovery	RCB_SALSW_TB_E00110_V3.3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	3	1	RCB_SALSW_TB_E00110_V3.3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	discovery
RCB_SALSW_TB_E00130_V1	Homo sapiens	Saliva	normal	2	E00130	discovery	RCB_SALSW_TB_E00130_V1.1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALSW_TB_E00130_V1.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	discovery
RCB_SALSW_TB_E00130_V1	Homo sapiens	Saliva	normal	2	E00130	discovery	RCB_SALSW_TB_E00130_V1.2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALSW_TB_E00130_V1.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	discovery
RCB_SALSW_TB_E00130_V1	Homo sapiens	Saliva	normal	2	E00130	discovery	RCB_SALSW_TB_E00130_V1.3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	3	1	RCB_SALSW_TB_E00130_V1.3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	discovery
RCB_SALSW_TB_E00130_V2	Homo sapiens	Saliva	normal	2	E00130	discovery	RCB_SALSW_TB_E00130_V2.1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALSW_TB_E00130_V2.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	discovery
RCB_SALSW_TB_E00130_V2	Homo sapiens	Saliva	normal	2	E00130	discovery	RCB_SALSW_TB_E00130_V2.2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALSW_TB_E00130_V2.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	discovery
RCB_SALSW_TB_E00130_V2	Homo sapiens	Saliva	normal	2	E00130	discovery	RCB_SALSW_TB_E00130_V2.3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	3	1	RCB_SALSW_TB_E00130_V2.3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	discovery
RCB_SALSW_TB_E00130_V3	Homo sapiens	Saliva	normal	2	E00130	discovery	RCB_SALSW_TB_E00130_V3.1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALSW_TB_E00130_V3.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	discovery
RCB_SALSW_TB_E00130_V3	Homo sapiens	Saliva	normal	2	E00130	discovery	RCB_SALSW_TB_E00130_V3.2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALSW_TB_E00130_V3.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	discovery
RCB_SALSW_TB_E00130_V3	Homo sapiens	Saliva	normal	2	E00130	discovery	RCB_SALSW_TB_E00130_V3.3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	3	1	RCB_SALSW_TB_E00130_V3.3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	discovery
RCB_SALSW_TB_E00143_V1	Homo sapiens	Saliva	normal	3	E00143	discovery	RCB_SALSW_TB_E00143_V1.1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALSW_TB_E00143_V1.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	discovery
RCB_SALSW_TB_E00143_V1	Homo sapiens	Saliva	normal	3	E00143	discovery	RCB_SALSW_TB_E00143_V1.2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALSW_TB_E00143_V1.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	discovery
RCB_SALSW_TB_E00143_V1	Homo sapiens	Saliva	normal	3	E00143	discovery	RCB_SALSW_TB_E00143_V1.3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	3	1	RCB_SALSW_TB_E00143_V1.3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	discovery
RCB_SALSW_TB_E00143_V2	Homo sapiens	Saliva	normal	3	E00143	discovery	RCB_SALSW_TB_E00143_V2.1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALSW_TB_E00143_V2.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	discovery
RCB_SALSW_TB_E00143_V2	Homo sapiens	Saliva	normal	3	E00143	discovery	RCB_SALSW_TB_E00143_V2.2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALSW_TB_E00143_V2.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	discovery
RCB_SALSW_TB_E00143_V2	Homo sapiens	Saliva	normal	3	E00143	discovery	RCB_SALSW_TB_E00143_V2.3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	3	1	RCB_SALSW_TB_E00143_V2.3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	discovery
RCB_SALSW_TB_E00143_V3	Homo sapiens	Saliva	normal	3	E00143	discovery	RCB_SALSW_TB_E00143_V3.1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALSW_TB_E00143_V3.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	discovery
RCB_SALSW_TB_E00143_V3	Homo sapiens	Saliva	normal	3	E00143	discovery	RCB_SALSW_TB_E00143_V3.2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALSW_TB_E00143_V3.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	discovery
RCB_SALSW_TB_E00143_V3	Homo sapiens	Saliva	normal	3	E00143	discovery	RCB_SALSW_TB_E00143_V3.3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	3	1	RCB_SALSW_TB_E00143_V3.3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	discovery
RCB_SALSW_TB_E00144_V1	Homo sapiens	Saliva	normal	4	E00144	discovery	RCB_SALSW_TB_E00144_V1.1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALSW_TB_E00144_V1.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	discovery
RCB_SALSW_TB_E00144_V1	Homo sapiens	Saliva	normal	4	E00144	discovery	RCB_SALSW_TB_E00144_V1.2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALSW_TB_E00144_V1.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	discovery
RCB_SALSW_TB_E00144_V1	Homo sapiens	Saliva	normal	4	E00144	discovery	RCB_SALSW_TB_E00144_V1.3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	3	1	RCB_SALSW_TB_E00144_V1.3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V1	discovery
RCB_SALSW_TB_E00144_V2	Homo sapiens	Saliva	normal	4	E00144	discovery	RCB_SALSW_TB_E00144_V2.1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALSW_TB_E00144_V2.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	discovery
RCB_SALSW_TB_E00144_V2	Homo sapiens	Saliva	normal	4	E00144	discovery	RCB_SALSW_TB_E00144_V2.2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALSW_TB_E00144_V2.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	discovery
RCB_SALSW_TB_E00144_V2	Homo sapiens	Saliva	normal	4	E00144	discovery	RCB_SALSW_TB_E00144_V2.3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	3	1	RCB_SALSW_TB_E00144_V2.3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V2	discovery
RCB_SALSW_TB_E00144_V3	Homo sapiens	Saliva	normal	4	E00144	discovery	RCB_SALSW_TB_E00144_V3.1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	RCB_SALSW_TB_E00144_V3.1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	discovery
RCB_SALSW_TB_E00144_V3	Homo sapiens	Saliva	normal	4	E00144	discovery	RCB_SALSW_TB_E00144_V3.2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	2	1	RCB_SALSW_TB_E00144_V3.2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not applicable	manual curation	V3	discovery
