source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[sample type]	characteristics[disease]	characteristics[material type]	characteristics[treatment]	characteristics[synthetic peptide]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[passage number]	characteristics[culture medium]	characteristics[sample storage temperature]	characteristics[mhc protein complex]	characteristics[immunopeptidome enrichment method]	characteristics[mhc typing]	characteristics[mhc typing method]	characteristics[antibody enrichment]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[elution conditions]	comment[author experiment]	comment[annotation provenance]	factor value[source name]
PXD034788_27_classI	Homo sapiens	not available	not available	1	not pooled	study sample	melanoma	tissue	not available	not synthetic	not available	not available	not available	27	not applicable	not available	not available	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	not available	not available	not available	Seq48574_QE3	proteomic profiling by mass spectrometry	1	Seq48574_QE3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	27-I	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_27_classI
PXD034788_51B-R_classII	Homo sapiens	not available	not available	1	not pooled	study sample	melanoma	tissue	not available	not synthetic	not available	not available	not available	51	not applicable	not available	not available	not available	not available	not available	MHC class II protein complex	immunoaffinity purification	not available	not available	not available	Seq48575_QE3	proteomic profiling by mass spectrometry	1	Seq48575_QE3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	51B-R-II	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_51B-R_classII
PXD034788_51B-R_classI	Homo sapiens	not available	not available	1	not pooled	study sample	melanoma	tissue	not available	not synthetic	not available	not available	not available	51	not applicable	not available	not available	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	not available	not available	not available	Seq48576_QE3	proteomic profiling by mass spectrometry	1	Seq48576_QE3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	51B-R-I	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_51B-R_classI
PXD034788_51AL_classII	Homo sapiens	not available	not available	1	not pooled	study sample	melanoma	tissue	not available	not synthetic	not available	not available	not available	51	not applicable	not available	not available	not available	not available	not available	MHC class II protein complex	immunoaffinity purification	not available	not available	not available	Seq48577_QE3	proteomic profiling by mass spectrometry	1	Seq48577_QE3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	51AL-II	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_51AL_classII
PXD034788_51AL_classI	Homo sapiens	not available	not available	1	not pooled	study sample	melanoma	tissue	not available	not synthetic	not available	not available	not available	51	not applicable	not available	not available	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	not available	not available	not available	Seq48578_QE3	proteomic profiling by mass spectrometry	1	Seq48578_QE3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	51AL-I	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_51AL_classI
PXD034788_92C3_classII	Homo sapiens	not available	not available	1	not pooled	study sample	melanoma	tissue	not available	not synthetic	not available	not available	not available	92	not applicable	not available	not available	not available	not available	not available	MHC class II protein complex	immunoaffinity purification	not available	not available	not available	Seq48579_QE3	proteomic profiling by mass spectrometry	1	Seq48579_QE3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	92C3-II	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_92C3_classII
PXD034788_92C3_classI	Homo sapiens	not available	not available	1	not pooled	study sample	melanoma	tissue	not available	not synthetic	not available	not available	not available	92	not applicable	not available	not available	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	not available	not available	not available	Seq48580_QE3	proteomic profiling by mass spectrometry	1	Seq48580_QE3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	92C3-I	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_92C3_classI
PXD034788_92B3_classII	Homo sapiens	not available	not available	1	not pooled	study sample	melanoma	tissue	not available	not synthetic	not available	not available	not available	92	not applicable	not available	not available	not available	not available	not available	MHC class II protein complex	immunoaffinity purification	not available	not available	not available	Seq48581_QE3	proteomic profiling by mass spectrometry	1	Seq48581_QE3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	92B3-II	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_92B3_classII
PXD034788_92B3_classI	Homo sapiens	not available	not available	1	not pooled	study sample	melanoma	tissue	not available	not synthetic	not available	not available	not available	92	not applicable	not available	not available	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	not available	not available	not available	Seq48582_QE3	proteomic profiling by mass spectrometry	1	Seq48582_QE3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	92B3-I	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_92B3_classI
PXD034788_42RS_classII	Homo sapiens	not available	not available	1	not pooled	study sample	melanoma	tissue	not available	not synthetic	not available	not available	not available	42	not applicable	not available	not available	not available	not available	not available	MHC class II protein complex	immunoaffinity purification	not available	not available	not available	Seq48583_QE3	proteomic profiling by mass spectrometry	1	Seq48583_QE3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	42RS-II	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_42RS_classII
PXD034788_42RS_classI	Homo sapiens	not available	not available	1	not pooled	study sample	melanoma	tissue	not available	not synthetic	not available	not available	not available	42	not applicable	not available	not available	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	not available	not available	not available	Seq48584_QE3	proteomic profiling by mass spectrometry	1	Seq48584_QE3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	42RS-I	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_42RS_classI
PXD034788_42RF_classII	Homo sapiens	not available	not available	1	not pooled	study sample	melanoma	tissue	not available	not synthetic	not available	not available	not available	42	not applicable	not available	not available	not available	not available	not available	MHC class II protein complex	immunoaffinity purification	not available	not available	not available	Seq48585_QE3	proteomic profiling by mass spectrometry	1	Seq48585_QE3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	42RF-II	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_42RF_classII
PXD034788_42RF_classI	Homo sapiens	not available	not available	1	not pooled	study sample	melanoma	tissue	not available	not synthetic	not available	not available	not available	42	not applicable	not available	not available	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	not available	not available	not available	Seq48586_QE3	proteomic profiling by mass spectrometry	1	Seq48586_QE3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	42RF-I	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_42RF_classI
PXD034788_SCC47_classI	Homo sapiens	margin of tongue	not available	1	not pooled	study sample	tongue squamous cell carcinoma	cell line	not available	not synthetic	not available	53Y	male	not applicable	SCC47	CVCL_7759	UM-SCC-47	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	not available	not available	not available	Seq53818_QE3	proteomic profiling by mass spectrometry	1	Seq53818_QE3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	SCC47-Class-I	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_SCC47_classI
PXD034788_14T_classI	Homo sapiens	not available	not available	1	not pooled	study sample	melanoma	cell line	not available	not synthetic	not available	not available	not available	14T	14T	not available	not available	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	not available	not available	not available	Seq56762_QE3	proteomic profiling by mass spectrometry	1	Seq56762_QE3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	14T-I	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_14T_classI
PXD034788_17T_classI	Homo sapiens	not available	not available	1	not pooled	study sample	melanoma	cell line	not available	not synthetic	not available	not available	not available	17T	17T	not available	not available	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	not available	not available	not available	Seq56764_QE3	proteomic profiling by mass spectrometry	1	Seq56764_QE3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	17T-I	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_17T_classI
PXD034788_26T_classII	Homo sapiens	not available	not available	1	not pooled	study sample	melanoma	cell line	not available	not synthetic	not available	not available	not available	26T	26T	not available	not available	not available	not available	not available	MHC class II protein complex	immunoaffinity purification	not available	not available	not available	Seq56765_QE3	proteomic profiling by mass spectrometry	1	Seq56765_QE3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	26T-II	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_26T_classII
